file_name,is_smile,yaw,pitch,roll,path
file0001.jpg,1,-0.021162,0.05952999999999999,-0.039662,./faces/file0001.jpg
file0002.jpg,1,-0.057745000000000005,0.083098,-0.094952,./faces/file0002.jpg
file0003.jpg,1,0.095993,0.028798,0.065996,./faces/file0003.jpg
file0004.jpg,1,0.0,0.047124,0.171268,./faces/file0004.jpg
file0005.jpg,1,0.036073,0.043633,-0.181721,./faces/file0005.jpg
file0006.jpg,1,0.004091,0.171042,-0.009009,./faces/file0006.jpg
file0007.jpg,1,0.034871,-0.006981,0.07753,./faces/file0007.jpg
file0008.jpg,1,-0.027925,0.064577,0.183285,./faces/file0008.jpg
file0009.jpg,1,-0.200981,0.09675,-0.033657,./faces/file0009.jpg
file0010.jpg,1,0.127409,0.017453,0.13853,./faces/file0010.jpg
file0011.jpg,1,0.005282,0.27052600000000004,0.043451,./faces/file0011.jpg
file0012.jpg,1,0.166094,0.12584700000000001,0.058592,./faces/file0012.jpg
file0013.jpg,1,-0.194974,0.097738,0.145126,./faces/file0013.jpg
file0014.jpg,1,-0.045379,0.043633,-0.031309,./faces/file0014.jpg
file0015.jpg,1,-0.15708,-0.031416,0.153307,./faces/file0015.jpg
file0016.jpg,1,0.35835900000000004,0.069813,0.017005000000000003,./faces/file0016.jpg
file0017.jpg,1,-0.193732,-0.06632300000000001,-0.025968,./faces/file0017.jpg
file0018.jpg,1,-0.144862,-0.001745,0.06258899999999999,./faces/file0018.jpg
file0019.jpg,1,0.11693699999999999,0.129154,-0.30491999999999997,./faces/file0019.jpg
file0020.jpg,1,0.00928,0.204204,-0.063831,./faces/file0020.jpg
file0021.jpg,1,0.3735,0.020944,0.139925,./faces/file0021.jpg
file0022.jpg,1,-0.0035979999999999996,0.20594899999999997,0.016338,./faces/file0022.jpg
file0023.jpg,1,0.28274299999999997,-0.054443,-0.08408099999999999,./faces/file0023.jpg
file0024.jpg,1,-0.11693699999999999,-0.064577,-0.134023,./faces/file0024.jpg
file0025.jpg,1,-0.008727,0.020944,0.0057469999999999995,./faces/file0025.jpg
file0026.jpg,1,0.518966,0.004364,0.078172,./faces/file0026.jpg
file0027.jpg,1,-0.025800999999999998,-0.251327,0.018646,./faces/file0027.jpg
file0028.jpg,1,-0.075049,0.040143,0.0,./faces/file0028.jpg
file0029.jpg,1,-0.063355,0.146608,-0.08478200000000001,./faces/file0029.jpg
file0030.jpg,1,-0.235396,0.052360000000000004,-0.015673,./faces/file0030.jpg
file0031.jpg,1,-0.3735,0.0,-0.308336,./faces/file0031.jpg
file0032.jpg,1,0.02559,0.05585,-0.074945,./faces/file0032.jpg
file0033.jpg,1,0.12525899999999998,0.019199,-0.08314099999999999,./faces/file0033.jpg
file0034.jpg,1,0.197512,0.03827,-0.064549,./faces/file0034.jpg
file0035.jpg,1,0.024012000000000002,0.102566,-0.035882,./faces/file0035.jpg
file0036.jpg,1,-0.331613,0.087266,-0.033188999999999996,./faces/file0036.jpg
file0037.jpg,1,0.099699,0.129208,-0.019983,./faces/file0037.jpg
file0038.jpg,1,0.0,0.064577,-0.059532,./faces/file0038.jpg
file0039.jpg,1,0.5105430000000001,-0.059077,-0.133271,./faces/file0039.jpg
file0040.jpg,1,-0.641409,-0.455531,0.232842,./faces/file0040.jpg
file0041.jpg,1,-0.6421819999999999,-0.165774,0.22549,./faces/file0041.jpg
file0042.jpg,1,0.139626,0.597201,0.005076,./faces/file0042.jpg
file0043.jpg,1,-0.089253,0.074693,0.019827,./faces/file0043.jpg
file0044.jpg,1,0.124623,0.087266,-0.085186,./faces/file0044.jpg
file0045.jpg,1,-0.24958200000000003,0.172788,0.141647,./faces/file0045.jpg
file0046.jpg,1,-0.095993,-0.067091,-0.131275,./faces/file0046.jpg
file0047.jpg,1,-0.39269899999999996,-0.045379,0.08426,./faces/file0047.jpg
file0048.jpg,1,-0.23569299999999999,0.06632300000000001,-0.09066,./faces/file0048.jpg
file0049.jpg,1,-0.064959,0.047541,-0.104197,./faces/file0049.jpg
file0050.jpg,1,-0.166129,0.008727,-0.022418,./faces/file0050.jpg
file0051.jpg,1,-0.139626,0.07422100000000001,0.09966900000000001,./faces/file0051.jpg
file0052.jpg,1,0.22427399999999997,0.019199,-0.070147,./faces/file0052.jpg
file0053.jpg,1,0.163725,0.799361,0.011940000000000001,./faces/file0053.jpg
file0054.jpg,1,-0.191986,0.0,-0.042303,./faces/file0054.jpg
file0055.jpg,1,0.098951,0.009343,0.178895,./faces/file0055.jpg
file0056.jpg,1,-0.092502,0.300197,-0.124054,./faces/file0056.jpg
file0057.jpg,1,0.182314,0.006981,0.12205099999999999,./faces/file0057.jpg
file0058.jpg,1,-0.287979,0.0,-0.076772,./faces/file0058.jpg
file0059.jpg,1,0.257897,-0.075049,-0.212101,./faces/file0059.jpg
file0060.jpg,1,-0.39619,-0.132473,-0.163113,./faces/file0060.jpg
file0061.jpg,1,-0.10472000000000001,-0.008727,-0.142353,./faces/file0061.jpg
file0062.jpg,1,0.183088,0.142103,0.06656799999999999,./faces/file0062.jpg
file0063.jpg,1,-0.0030329999999999997,0.127409,0.023875999999999998,./faces/file0063.jpg
file0064.jpg,1,-0.16231600000000002,0.001745,-0.11174400000000001,./faces/file0064.jpg
file0065.jpg,1,0.002081,0.066866,-0.245698,./faces/file0065.jpg
file0066.jpg,1,-0.071149,-0.029671,0.086852,./faces/file0066.jpg
file0067.jpg,1,0.045761,0.074933,-0.092698,./faces/file0067.jpg
file0068.jpg,1,0.261981,-0.005236,0.10683800000000002,./faces/file0068.jpg
file0069.jpg,1,-0.297877,-0.059341,-0.248113,./faces/file0069.jpg
file0070.jpg,1,0.149725,0.08203099999999999,0.138104,./faces/file0070.jpg
